package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,2,R,B,1.0,2.0,1273.0,1125.0,87.0,471.0,177.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,2,R,B,1.0,2.0,1284.0,1136.0,87.0,478.0,184.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,2,R,B,1.0,2.0,1285.0,1137.0,87.0,477.0,185.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,2,R,B,1.0,2.0,1282.0,1134.0,87.0,483.0,183.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,2,R,B,1.0,2.0,1250.0,1102.0,86.0,439.0,178.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,2,R,B,1.0,2.0,1271.0,1123.0,86.0,499.0,183.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,2,R,B,1.0,2.0,1291.0,1143.0,87.0,504.0,173.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,2,R,B,1.0,2.0,1291.0,1143.0,87.0,497.0,180.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,2,R,B,1.0,2.0,1343.0,1195.0,88.0,514.0,188.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,2,R,B,1.0,2.0,1333.0,1185.0,88.0,476.0,185.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,2,R,B,1.0,2.0,1301.0,1153.0,86.0,499.0,178.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,2,R,B,1.0,2.0,1295.0,1147.0,86.0,482.0,176.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,2,R,B,1.0,2.0,1210.0,1062.0,83.0,426.0,172.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,2,R,B,1.0,2.0,1175.0,1027.0,83.0,451.0,183.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,2,R,B,1.0,2.0,1213.0,1065.0,85.0,464.0,179.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,2,R,B,1.0,2.0,1229.0,1081.0,86.0,460.0,175.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,2,R,B,1.0,2.0,1216.0,1068.0,85.0,436.0,173.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,2,R,B,1.0,2.0,1184.0,1036.0,83.0,439.0,171.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,2,R,B,1.0,2.0,1212.0,1064.0,85.0,472.0,175.0,0,False,False,0,False,False
0 days 00:00:03.800000000,26,2,R,B,1.0,2.0,1274.0,1126.0,88.0,499.0,171.0,0,False,False,0,False,False
0 days 00:00:04.000000000,26,2,R,B,1.0,2.0,1275.0,1127.0,88.0,467.0,176.0,0,False,False,0,False,False
0 days 00:00:04.200000000,26,2,R,B,1.0,2.0,1245.0,1097.0,87.0,499.0,175.0,0,False,False,0,False,False
0 days 00:00:04.400000000,26,2,R,B,1.0,2.0,1220.0,1072.0,85.0,461.0,167.0,0,False,False,0,False,False
0 days 00:00:04.600000000,26,2,R,B,1.0,2.0,1154.0,1006.0,82.0,423.0,178.0,0,False,False,0,False,False
0 days 00:00:04.800000000,26,2,R,B,1.0,2.0,1159.0,1011.0,84.0,460.0,170.0,0,False,False,0,False,False
0 days 00:00:05.000000000,26,2,R,B,1.0,2.0,1139.0,991.0,84.0,411.0,172.0,0,False,False,0,False,False
0 days 00:00:05.200000000,26,2,R,B,1.0,2.0,1118.0,970.0,83.0,421.0,170.0,0,False,False,0,False,False
0 days 00:00:05.400000000,26,2,R,B,1.0,2.0,1180.0,1032.0,86.0,455.0,185.0,0,False,False,0,False,False
0 days 00:00:05.600000000,26,2,R,B,1.0,2.0,1176.0,1028.0,86.0,452.0,164.0,0,False,False,0,False,False
0 days 00:00:05.800000000,26,2,R,B,1.0,2.0,1096.0,948.0,83.0,413.0,159.0,0,False,False,0,False,False
0 days 00:00:06.000000000,26,2,R,B,1.0,2.0,1074.0,926.0,81.0,425.0,166.0,0,False,False,0,False,False
0 days 00:00:06.200000000,26,2,R,B,1.0,2.0,1107.0,959.0,83.0,423.0,176.0,0,False,False,0,False,False
0 days 00:00:06.400000000,26,2,R,B,1.0,2.0,1145.0,997.0,85.0,426.0,178.0,0,False,False,0,False,False
0 days 00:00:06.600000000,26,2,R,B,1.0,2.0,1170.0,1022.0,86.0,451.0,182.0,0,False,False,0,False,False
0 days 00:00:06.800000000,26,2,R,B,1.0,2.0,1168.0,1020.0,86.0,443.0,163.0,0,False,False,0,False,False
0 days 00:00:07.000000000,26,2,R,B,1.0,2.0,1144.0,996.0,85.0,422.0,180.0,0,False,False,0,False,False
0 days 00:00:07.200000000,26,2,R,B,1.0,2.0,1144.0,996.0,85.0,447.0,164.0,0,False,False,0,False,False
0 days 00:00:07.400000000,26,2,R,B,1.0,2.0,1121.0,973.0,85.0,425.0,170.0,0,False,False,0,False,False
0 days 00:00:07.600000000,26,2,R,B,1.0,2.0,1072.0,924.0,83.0,420.0,163.0,0,False,False,0,False,False
0 days 00:00:07.800000000,26,2,R,B,1.0,2.0,1086.0,938.0,83.0,432.0,169.0,0,False,False,0,False,False
0 days 00:00:08.000000000,26,2,R,B,1.0,2.0,1102.0,954.0,84.0,422.0,171.0,0,False,False,0,False,False
0 days 00:00:08.200000000,26,2,R,B,1.0,2.0,1105.0,957.0,85.0,450.0,173.0,0,False,False,0,False,False
0 days 00:00:08.400000000,26,2,R,B,1.0,2.0,1065.0,917.0,84.0,402.0,176.0,0,False,False,0,False,False
0 days 00:00:08.600000000,26,2,R,B,1.0,2.0,1047.0,899.0,83.0,420.0,168.0,0,False,False,0,False,False
