package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,2,R,B,1.0,2.0,1337.0,1189.0,94.0,487.0,176.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,2,R,B,1.0,2.0,1338.0,1190.0,95.0,467.0,174.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,2,R,B,1.0,2.0,1278.0,1130.0,93.0,463.0,180.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,2,R,B,1.0,2.0,1217.0,1069.0,90.0,439.0,184.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,2,R,B,1.0,2.0,1187.0,1039.0,91.0,443.0,179.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,2,R,B,1.0,2.0,1139.0,991.0,89.0,405.0,179.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,2,R,B,1.0,2.0,1168.0,1020.0,89.0,453.0,151.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,2,R,B,1.0,2.0,1236.0,1088.0,92.0,468.0,178.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,2,R,B,1.0,2.0,1236.0,1088.0,92.0,459.0,180.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,2,R,B,1.0,2.0,1231.0,1083.0,92.0,466.0,190.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,2,R,B,1.0,2.0,1257.0,1109.0,93.0,472.0,182.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,2,R,B,1.0,2.0,1303.0,1155.0,95.0,513.0,174.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,2,R,B,1.0,2.0,1281.0,1133.0,95.0,451.0,182.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,2,R,B,1.0,2.0,1234.0,1086.0,93.0,473.0,184.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,2,R,B,1.0,2.0,1217.0,1069.0,92.0,439.0,179.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,2,R,B,1.0,2.0,1207.0,1059.0,92.0,446.0,170.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,2,R,B,1.0,2.0,1264.0,1116.0,93.0,491.0,183.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,2,R,B,1.0,2.0,1233.0,1085.0,92.0,441.0,171.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,2,R,B,1.0,2.0,1162.0,1014.0,90.0,445.0,179.0,0,False,False,0,False,False
0 days 00:00:03.800000000,26,2,R,B,1.0,2.0,1211.0,1063.0,91.0,489.0,186.0,0,False,False,0,False,False
0 days 00:00:04.000000000,26,2,R,B,1.0,2.0,1256.0,1108.0,93.0,500.0,178.0,0,False,False,0,False,False
0 days 00:00:04.200000000,26,2,R,B,1.0,2.0,1228.0,1080.0,92.0,451.0,174.0,0,False,False,0,False,False
0 days 00:00:04.400000000,26,2,R,B,1.0,2.0,1213.0,1065.0,91.0,464.0,176.0,0,False,False,0,False,False
0 days 00:00:04.600000000,26,2,R,B,1.0,2.0,1239.0,1091.0,92.0,482.0,178.0,0,False,False,0,False,False
0 days 00:00:04.800000000,26,2,R,B,1.0,2.0,1245.0,1097.0,92.0,469.0,168.0,0,False,False,0,False,False
0 days 00:00:05.000000000,26,2,R,B,1.0,2.0,1269.0,1121.0,93.0,497.0,169.0,0,False,False,0,False,False
0 days 00:00:05.200000000,26,2,R,B,1.0,2.0,1276.0,1128.0,94.0,496.0,176.0,0,False,False,0,False,False
0 days 00:00:05.400000000,26,2,R,B,1.0,2.0,1238.0,1090.0,93.0,466.0,176.0,0,False,False,0,False,False
0 days 00:00:05.600000000,26,2,R,B,1.0,2.0,1213.0,1065.0,93.0,459.0,188.0,0,False,False,0,False,False
0 days 00:00:05.800000000,26,2,R,B,1.0,2.0,1232.0,1084.0,94.0,498.0,181.0,0,False,False,0,False,False
0 days 00:00:06.000000000,26,2,R,B,1.0,2.0,1160.0,1012.0,91.0,410.0,161.0,0,False,False,0,False,False
0 days 00:00:06.200000000,26,2,R,B,1.0,2.0,1066.0,918.0,87.0,410.0,173.0,0,False,False,0,False,False
0 days 00:00:06.400000000,26,2,R,B,1.0,2.0,1093.0,945.0,89.0,430.0,172.0,0,False,False,0,False,False
0 days 00:00:06.600000000,26,2,R,B,1.0,2.0,1117.0,969.0,90.0,426.0,184.0,0,False,False,0,False,False
0 days 00:00:06.800000000,26,2,R,B,1.0,2.0,1130.0,982.0,90.0,422.0,167.0,0,False,False,0,False,False
0 days 00:00:07.000000000,26,2,R,B,1.0,2.0,1148.0,1000.0,92.0,428.0,173.0,0,False,False,0,False,False
0 days 00:00:07.200000000,26,2,R,B,1.0,2.0,1172.0,1024.0,93.0,464.0,170.0,0,False,False,0,False,False
0 days 00:00:07.400000000,26,2,R,B,1.0,2.0,1215.0,1067.0,94.0,461.0,172.0,0,False,False,0,False,False
0 days 00:00:07.600000000,26,2,R,B,1.0,2.0,1229.0,1081.0,94.0,459.0,157.0,0,False,False,0,False,False
0 days 00:00:07.800000000,26,2,R,B,1.0,2.0,1223.0,1075.0,94.0,473.0,173.0,0,False,False,0,False,False
0 days 00:00:08.000000000,26,2,R,B,1.0,2.0,1172.0,1024.0,93.0,430.0,169.0,0,False,False,0,False,False
0 days 00:00:08.200000000,26,2,R,B,1.0,2.0,1137.0,989.0,92.0,446.0,175.0,0,False,False,0,False,False
0 days 00:00:08.400000000,26,2,R,B,1.0,2.0,1154.0,1006.0,93.0,463.0,176.0,0,False,False,0,False,False
0 days 00:00:08.600000000,26,2,R,B,1.0,2.0,1106.0,958.0,91.0,410.0,169.0,0,False,False,0,False,False
0 days 00:00:08.800000000,26,2,R,B,1.0,2.0,1066.0,918.0,89.0,416.0,162.0,0,False,False,0,False,False
0 days 00:00:09.000000000,26,2,R,B,1.0,2.0,1075.0,927.0,89.0,417.0,171.0,0,False,False,0,False,False
0 days 00:00:09.200000000,26,2,R,B,1.0,2.0,1061.0,913.0,88.0,416.0,175.0,0,False,False,0,False,False
0 days 00:00:09.400000000,26,2,R,B,1.0,2.0,1050.0,902.0,88.0,424.0,167.0,0,False,False,0,False,False
0 days 00:00:09.600000000,26,2,R,B,1.0,2.0,1089.0,941.0,90.0,441.0,178.0,0,False,False,0,False,False
0 days 00:00:09.800000000,26,2,R,B,1.0,2.0,1136.0,988.0,93.0,446.0,176.0,0,False,False,0,False,False
0 days 00:00:10.000000000,26,2,R,B,1.0,2.0,1146.0,998.0,92.0,446.0,185.0,0,False,False,0,False,False
0 days 00:00:10.200000000,26,2,R,B,1.0,2.0,1132.0,984.0,91.0,431.0,175.0,0,False,False,0,False,False
0 days 00:00:10.400000000,26,2,R,B,1.0,2.0,1127.0,979.0,92.0,430.0,168.0,0,False,False,0,False,False
0 days 00:00:10.600000000,26,2,R,B,1.0,2.0,1125.0,977.0,92.0,429.0,170.0,0,False,False,0,False,False
0 days 00:00:10.800000000,26,2,R,B,1.0,2.0,1168.0,1020.0,94.0,479.0,180.0,0,False,False,0,False,False
0 days 00:00:11.000000000,26,2,R,B,1.0,2.0,1169.0,1021.0,94.0,455.0,175.0,0,False,False,0,False,False
0 days 00:00:11.200000000,26,2,R,B,1.0,2.0,1092.0,944.0,91.0,417.0,180.0,0,False,False,0,False,False
0 days 00:00:11.400000000,26,2,R,B,1.0,2.0,1102.0,954.0,91.0,451.0,182.0,0,False,False,0,False,False
0 days 00:00:11.600000000,26,2,R,B,1.0,2.0,1119.0,971.0,91.0,426.0,184.0,0,False,False,0,False,False
0 days 00:00:11.800000000,26,2,R,B,1.0,2.0,1089.0,941.0,89.0,421.0,173.0,0,False,False,0,False,False
0 days 00:00:12.000000000,26,2,R,B,1.0,2.0,1095.0,947.0,89.0,419.0,181.0,0,False,False,0,False,False
0 days 00:00:12.200000000,26,2,R,B,1.0,2.0,1137.0,989.0,91.0,452.0,164.0,0,False,False,0,False,False
0 days 00:00:12.400000000,26,2,R,B,1.0,2.0,1171.0,1023.0,93.0,467.0,168.0,0,False,False,0,False,False
0 days 00:00:12.600000000,26,2,R,B,1.0,2.0,1178.0,1030.0,93.0,443.0,168.0,0,False,False,0,False,False
0 days 00:00:12.800000000,26,2,R,B,1.0,2.0,1183.0,1035.0,94.0,446.0,170.0,0,False,False,0,False,False
