package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,2,L,D,0.0,2.0,140.0,568.0,243.0,207.0,5.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,2,L,D,0.0,2.0,143.0,571.0,243.0,207.0,3.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,2,L,D,0.0,2.0,141.0,569.0,244.0,281.0,9.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,2,L,D,0.0,2.0,97.0,525.0,243.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,2,L,D,0.0,2.0,39.0,467.0,241.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,2,L,D,0.0,2.0,39.0,467.0,242.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,2,L,D,0.0,2.0,39.0,467.0,242.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,2,L,D,0.0,2.0,38.0,466.0,243.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,2,L,D,0.0,2.0,38.0,466.0,243.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,2,L,D,0.0,2.0,39.0,467.0,242.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,2,L,D,0.0,2.0,39.0,467.0,242.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,2,L,D,0.0,2.0,39.0,467.0,242.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,2,L,D,0.0,2.0,39.0,467.0,241.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,2,L,D,0.0,2.0,39.0,467.0,241.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,2,L,D,0.0,2.0,39.0,467.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,2,L,D,0.0,2.0,39.0,467.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,2,L,D,0.0,2.0,39.0,467.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:03.800000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:04.000000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:04.200000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:04.400000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:04.600000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:04.800000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:05.000000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:05.200000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:05.400000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:05.600000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:05.800000000,26,2,L,D,0.0,2.0,38.0,466.0,240.0,0.0,0.0,0,False,False,0,False,False
0 days 00:00:06.000000000,26,2,L,D,0.0,1.0,38.0,466.0,240.0,0.0,0.0,1,False,True,0,False,False
