package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,1,L,D,1.0,2.0,1186.0,1462.0,118.0,484.0,183.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,1,L,D,1.0,2.0,1219.0,1495.0,121.0,449.0,182.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,1,L,D,1.0,2.0,1197.0,1473.0,119.0,456.0,174.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,1,L,D,1.0,2.0,1185.0,1461.0,119.0,437.0,178.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,1,L,D,1.0,2.0,1201.0,1477.0,119.0,495.0,174.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,1,L,D,1.0,2.0,1139.0,1415.0,115.0,385.0,160.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,1,L,D,1.0,2.0,1058.0,1334.0,110.0,389.0,183.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,1,L,D,1.0,2.0,1087.0,1363.0,112.0,418.0,171.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,1,L,D,1.0,2.0,1088.0,1364.0,112.0,393.0,165.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,1,L,D,1.0,2.0,1071.0,1347.0,111.0,402.0,172.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,1,L,D,1.0,2.0,1097.0,1373.0,112.0,409.0,166.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,1,L,D,1.0,2.0,1137.0,1413.0,115.0,433.0,179.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,1,L,D,1.0,2.0,1177.0,1453.0,118.0,459.0,187.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,1,L,D,1.0,2.0,1158.0,1434.0,117.0,417.0,174.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,1,L,D,1.0,2.0,1112.0,1388.0,113.0,429.0,179.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,1,L,D,1.0,2.0,1100.0,1376.0,113.0,416.0,173.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,1,L,D,1.0,2.0,1072.0,1348.0,112.0,399.0,179.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,1,L,D,1.0,2.0,1102.0,1378.0,114.0,455.0,184.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,1,L,D,1.0,2.0,1093.0,1369.0,113.0,393.0,180.0,0,False,False,0,False,False
0 days 00:00:03.800000000,26,1,L,D,1.0,2.0,1053.0,1329.0,111.0,402.0,176.0,0,False,False,0,False,False
