package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,1,L,A,1.0,2.0,1056.0,1241.0,215.0,448.0,176.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,1,L,A,1.0,2.0,1056.0,1241.0,215.0,491.0,178.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,1,L,A,1.0,2.0,1079.0,1264.0,217.0,475.0,173.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,1,L,A,1.0,2.0,1008.0,1193.0,213.0,384.0,182.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,1,L,A,1.0,2.0,968.0,1153.0,210.0,417.0,185.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,1,L,A,1.0,2.0,924.0,1109.0,208.0,357.0,175.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,1,L,A,1.0,2.0,863.0,1048.0,204.0,371.0,184.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,1,L,A,1.0,2.0,875.0,1060.0,204.0,383.0,178.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,1,L,A,1.0,2.0,945.0,1130.0,209.0,450.0,179.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,1,L,A,1.0,2.0,995.0,1180.0,212.0,429.0,175.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,1,L,A,1.0,2.0,951.0,1136.0,209.0,393.0,178.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,1,L,A,1.0,2.0,921.0,1106.0,208.0,421.0,176.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,1,L,A,1.0,2.0,953.0,1138.0,210.0,432.0,176.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,1,L,A,1.0,2.0,931.0,1116.0,209.0,381.0,169.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,1,L,A,1.0,2.0,925.0,1110.0,208.0,431.0,172.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,1,L,A,1.0,2.0,938.0,1123.0,209.0,391.0,178.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,1,L,A,1.0,2.0,898.0,1083.0,207.0,376.0,181.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,1,L,A,1.0,2.0,885.0,1070.0,206.0,379.0,178.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,1,L,A,1.0,2.0,879.0,1064.0,206.0,371.0,182.0,0,False,False,0,False,False
0 days 00:00:03.800000000,26,1,L,A,1.0,2.0,861.0,1046.0,205.0,360.0,173.0,0,False,False,0,False,False
0 days 00:00:04.000000000,26,1,L,A,1.0,2.0,852.0,1037.0,204.0,361.0,181.0,0,False,False,0,False,False
0 days 00:00:04.200000000,26,1,L,A,1.0,2.0,911.0,1096.0,208.0,425.0,180.0,0,False,False,0,False,False
0 days 00:00:04.400000000,26,1,L,A,1.0,2.0,971.0,1156.0,212.0,437.0,174.0,0,False,False,0,False,False
0 days 00:00:04.600000000,26,1,L,A,1.0,2.0,947.0,1132.0,210.0,402.0,176.0,0,False,False,0,False,False
0 days 00:00:04.800000000,26,1,L,A,1.0,2.0,911.0,1096.0,208.0,391.0,174.0,0,False,False,0,False,False
0 days 00:00:05.000000000,26,1,L,A,1.0,2.0,899.0,1084.0,207.0,398.0,180.0,0,False,False,0,False,False
0 days 00:00:05.200000000,26,1,L,A,1.0,2.0,890.0,1075.0,206.0,386.0,168.0,0,False,False,0,False,False
0 days 00:00:05.400000000,26,1,L,A,1.0,2.0,934.0,1119.0,210.0,450.0,172.0,0,False,False,0,False,False
0 days 00:00:05.600000000,26,1,L,A,1.0,2.0,936.0,1121.0,210.0,387.0,183.0,0,False,False,0,False,False
0 days 00:00:05.800000000,26,1,L,A,1.0,2.0,856.0,1041.0,205.0,352.0,169.0,0,False,False,0,False,False
0 days 00:00:06.000000000,26,1,L,A,1.0,2.0,826.0,1011.0,203.0,375.0,167.0,0,False,False,0,False,False
0 days 00:00:06.200000000,26,1,L,A,1.0,2.0,843.0,1028.0,204.0,361.0,181.0,0,False,False,0,False,False
0 days 00:00:06.400000000,26,1,L,A,1.0,2.0,831.0,1016.0,204.0,351.0,179.0,0,False,False,0,False,False
0 days 00:00:06.600000000,26,1,L,A,1.0,2.0,814.0,999.0,203.0,350.0,178.0,0,False,False,0,False,False
0 days 00:00:06.800000000,26,1,L,A,1.0,2.0,863.0,1048.0,205.0,406.0,167.0,0,False,False,0,False,False
0 days 00:00:07.000000000,26,1,L,A,1.0,2.0,946.0,1131.0,210.0,452.0,182.0,0,False,False,0,False,False
0 days 00:00:07.200000000,26,1,L,A,1.0,2.0,962.0,1147.0,211.0,438.0,168.0,0,False,False,0,False,False
0 days 00:00:07.400000000,26,1,L,A,1.0,2.0,887.0,1072.0,207.0,355.0,178.0,0,False,False,0,False,False
0 days 00:00:07.600000000,26,1,L,A,1.0,2.0,848.0,1033.0,205.0,368.0,176.0,0,False,False,0,False,False
0 days 00:00:07.800000000,26,1,L,A,1.0,2.0,867.0,1052.0,206.0,387.0,170.0,0,False,False,0,False,False
0 days 00:00:08.000000000,26,1,L,A,1.0,2.0,936.0,1121.0,210.0,448.0,174.0,0,False,False,0,False,False
0 days 00:00:08.200000000,26,1,L,A,1.0,2.0,930.0,1115.0,210.0,389.0,166.0,0,False,False,0,False,False
0 days 00:00:08.400000000,26,1,L,A,1.0,2.0,843.0,1028.0,205.0,363.0,178.0,0,False,False,0,False,False
0 days 00:00:08.600000000,26,1,L,A,1.0,2.0,826.0,1011.0,205.0,369.0,172.0,0,False,False,0,False,False
0 days 00:00:08.800000000,26,1,L,A,1.0,2.0,835.0,1020.0,205.0,380.0,176.0,0,False,False,0,False,False
0 days 00:00:09.000000000,26,1,L,A,1.0,2.0,840.0,1025.0,205.0,360.0,176.0,0,False,False,0,False,False
