package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,1,L,A,1.0,2.0,980.0,1193.0,214.0,455.0,176.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,1,L,A,1.0,2.0,954.0,1167.0,212.0,420.0,185.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,1,L,A,1.0,2.0,920.0,1133.0,211.0,425.0,179.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,1,L,A,1.0,2.0,913.0,1126.0,210.0,418.0,183.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,1,L,A,1.0,2.0,893.0,1106.0,209.0,386.0,181.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,1,L,A,1.0,2.0,865.0,1078.0,208.0,376.0,178.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,1,L,A,1.0,2.0,863.0,1076.0,208.0,392.0,176.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,1,L,A,1.0,2.0,869.0,1082.0,207.0,395.0,176.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,1,L,A,1.0,2.0,891.0,1104.0,208.0,411.0,179.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,1,L,A,1.0,2.0,878.0,1091.0,207.0,386.0,177.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,1,L,A,1.0,2.0,877.0,1090.0,208.0,428.0,176.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,1,L,A,1.0,2.0,912.0,1125.0,210.0,420.0,178.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,1,L,A,1.0,2.0,949.0,1162.0,212.0,465.0,171.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,1,L,A,1.0,2.0,975.0,1188.0,213.0,474.0,179.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,1,L,A,1.0,2.0,900.0,1113.0,209.0,379.0,174.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,1,L,A,1.0,2.0,847.0,1060.0,206.0,388.0,184.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,1,L,A,1.0,2.0,867.0,1080.0,208.0,392.0,168.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,1,L,A,1.0,2.0,838.0,1051.0,206.0,361.0,175.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,1,L,A,1.0,2.0,782.0,995.0,203.0,342.0,169.0,0,False,False,0,False,False
0 days 00:00:03.800000000,26,1,L,A,1.0,2.0,783.0,996.0,203.0,357.0,175.0,0,False,False,0,False,False
0 days 00:00:04.000000000,26,1,L,A,1.0,2.0,829.0,1042.0,205.0,386.0,180.0,0,False,False,0,False,False
0 days 00:00:04.200000000,26,1,L,A,1.0,2.0,852.0,1065.0,207.0,391.0,169.0,0,False,False,0,False,False
0 days 00:00:04.400000000,26,1,L,A,1.0,2.0,875.0,1088.0,208.0,411.0,176.0,0,False,False,0,False,False
0 days 00:00:04.600000000,26,1,L,A,1.0,2.0,893.0,1106.0,209.0,408.0,178.0,0,False,False,0,False,False
0 days 00:00:04.800000000,26,1,L,A,1.0,2.0,864.0,1077.0,207.0,391.0,173.0,0,False,False,0,False,False
0 days 00:00:05.000000000,26,1,L,A,1.0,2.0,848.0,1061.0,207.0,385.0,174.0,0,False,False,0,False,False
0 days 00:00:05.200000000,26,1,L,A,1.0,2.0,940.0,1153.0,213.0,500.0,168.0,0,False,False,0,False,False
0 days 00:00:05.400000000,26,1,L,A,1.0,2.0,950.0,1163.0,213.0,398.0,184.0,0,False,False,0,False,False
0 days 00:00:05.600000000,26,1,L,A,1.0,2.0,858.0,1071.0,207.0,394.0,181.0,0,False,False,0,False,False
0 days 00:00:05.800000000,26,1,L,A,1.0,2.0,833.0,1046.0,206.0,377.0,178.0,0,False,False,0,False,False
0 days 00:00:06.000000000,26,1,L,A,1.0,2.0,812.0,1025.0,204.0,373.0,172.0,0,False,False,0,False,False
0 days 00:00:06.200000000,26,1,L,A,1.0,2.0,788.0,1001.0,203.0,359.0,172.0,0,False,False,0,False,False
0 days 00:00:06.400000000,26,1,L,A,1.0,2.0,782.0,995.0,203.0,358.0,182.0,0,False,False,0,False,False
0 days 00:00:06.600000000,26,1,L,A,1.0,2.0,820.0,1033.0,206.0,387.0,180.0,0,False,False,0,False,False
0 days 00:00:06.800000000,26,1,L,A,1.0,2.0,863.0,1076.0,208.0,408.0,173.0,0,False,False,0,False,False
0 days 00:00:07.000000000,26,1,L,A,1.0,2.0,841.0,1054.0,206.0,380.0,175.0,0,False,False,0,False,False
0 days 00:00:07.200000000,26,1,L,A,1.0,2.0,777.0,990.0,202.0,345.0,167.0,0,False,False,0,False,False
0 days 00:00:07.400000000,26,1,L,A,1.0,2.0,750.0,963.0,201.0,355.0,172.0,0,False,False,0,False,False
0 days 00:00:07.600000000,26,1,L,A,1.0,2.0,785.0,998.0,204.0,380.0,171.0,0,False,False,0,False,False
0 days 00:00:07.800000000,26,1,L,A,1.0,2.0,878.0,1091.0,209.0,461.0,173.0,0,False,False,0,False,False
0 days 00:00:08.000000000,26,1,L,A,1.0,2.0,891.0,1104.0,210.0,400.0,179.0,0,False,False,0,False,False
0 days 00:00:08.200000000,26,1,L,A,1.0,2.0,827.0,1040.0,206.0,379.0,172.0,0,False,False,0,False,False
0 days 00:00:08.400000000,26,1,L,A,1.0,2.0,827.0,1040.0,206.0,397.0,180.0,0,False,False,0,False,False
0 days 00:00:08.600000000,26,1,L,A,1.0,2.0,823.0,1036.0,205.0,372.0,176.0,0,False,False,0,False,False
0 days 00:00:08.800000000,26,1,L,A,1.0,2.0,783.0,996.0,203.0,352.0,171.0,0,False,False,0,False,False
0 days 00:00:09.000000000,26,1,L,A,1.0,2.0,799.0,1012.0,204.0,387.0,172.0,0,False,False,0,False,False
0 days 00:00:09.200000000,26,1,L,A,1.0,2.0,861.0,1074.0,208.0,408.0,175.0,0,False,False,0,False,False
0 days 00:00:09.400000000,26,1,L,A,1.0,2.0,853.0,1066.0,207.0,392.0,174.0,0,False,False,0,False,False
0 days 00:00:09.600000000,26,1,L,A,1.0,2.0,845.0,1058.0,207.0,426.0,170.0,0,False,False,0,False,False
0 days 00:00:09.800000000,26,1,L,A,1.0,2.0,846.0,1059.0,207.0,367.0,175.0,0,False,False,0,False,False
0 days 00:00:10.000000000,26,1,L,A,1.0,2.0,828.0,1041.0,206.0,391.0,179.0,0,False,False,0,False,False
0 days 00:00:10.200000000,26,1,L,A,1.0,2.0,883.0,1096.0,209.0,445.0,183.0,0,False,False,0,False,False
0 days 00:00:10.400000000,26,1,L,A,1.0,2.0,917.0,1130.0,212.0,424.0,175.0,0,False,False,0,False,False
0 days 00:00:10.600000000,26,1,L,A,1.0,2.0,865.0,1078.0,210.0,385.0,174.0,0,False,False,0,False,False
0 days 00:00:10.800000000,26,1,L,A,1.0,2.0,829.0,1042.0,207.0,384.0,181.0,0,False,False,0,False,False
