package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,2,L,A,1.0,2.0,1234.0,1603.0,308.0,435.0,160.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,2,L,A,1.0,2.0,1173.0,1542.0,305.0,386.0,155.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,2,L,A,1.0,2.0,1103.0,1472.0,302.0,355.0,150.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,2,L,A,1.0,2.0,1130.0,1499.0,303.0,397.0,153.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,2,L,A,1.0,2.0,1195.0,1564.0,306.0,400.0,150.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,2,L,A,1.0,2.0,1186.0,1555.0,306.0,393.0,157.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,2,L,A,1.0,2.0,1214.0,1583.0,307.0,433.0,163.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,2,L,A,1.0,2.0,1240.0,1609.0,308.0,438.0,153.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,2,L,A,1.0,2.0,1155.0,1524.0,304.0,385.0,157.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,2,L,A,1.0,2.0,1096.0,1465.0,302.0,366.0,155.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,2,L,A,1.0,2.0,1115.0,1484.0,303.0,374.0,159.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,2,L,A,1.0,2.0,1130.0,1499.0,303.0,377.0,151.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,2,L,A,1.0,2.0,1113.0,1482.0,303.0,387.0,151.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,2,L,A,1.0,2.0,1111.0,1480.0,303.0,398.0,166.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,2,L,A,1.0,2.0,1097.0,1466.0,301.0,361.0,163.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,2,L,A,1.0,2.0,1072.0,1441.0,300.0,385.0,161.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,2,L,A,1.0,2.0,1100.0,1469.0,302.0,402.0,167.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,2,L,A,1.0,2.0,1155.0,1524.0,305.0,404.0,149.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,2,L,A,1.0,2.0,1198.0,1567.0,307.0,419.0,152.0,0,False,False,0,False,False
0 days 00:00:03.800000000,26,2,L,A,1.0,2.0,1215.0,1584.0,307.0,403.0,167.0,0,False,False,0,False,False
0 days 00:00:04.000000000,26,2,L,A,1.0,2.0,1213.0,1582.0,308.0,436.0,160.0,0,False,False,0,False,False
0 days 00:00:04.200000000,26,2,L,A,1.0,2.0,1152.0,1521.0,305.0,377.0,157.0,0,False,False,0,False,False
0 days 00:00:04.400000000,26,2,L,A,1.0,2.0,1095.0,1464.0,302.0,376.0,154.0,0,False,False,0,False,False
0 days 00:00:04.600000000,26,2,L,A,1.0,2.0,1081.0,1450.0,301.0,369.0,151.0,0,False,False,0,False,False
0 days 00:00:04.800000000,26,2,L,A,1.0,2.0,1089.0,1458.0,302.0,382.0,160.0,0,False,False,0,False,False
0 days 00:00:05.000000000,26,2,L,A,1.0,2.0,1124.0,1493.0,304.0,393.0,164.0,0,False,False,0,False,False
0 days 00:00:05.200000000,26,2,L,A,1.0,2.0,1081.0,1450.0,301.0,360.0,159.0,0,False,False,0,False,False
0 days 00:00:05.400000000,26,2,L,A,1.0,2.0,1047.0,1416.0,299.0,365.0,144.0,0,False,False,0,False,False
0 days 00:00:05.600000000,26,2,L,A,1.0,2.0,1040.0,1409.0,299.0,341.0,149.0,0,False,False,0,False,False
0 days 00:00:05.800000000,26,2,L,A,1.0,2.0,1058.0,1427.0,300.0,395.0,159.0,0,False,False,0,False,False
0 days 00:00:06.000000000,26,2,L,A,1.0,2.0,1105.0,1474.0,302.0,396.0,148.0,0,False,False,0,False,False
0 days 00:00:06.200000000,26,2,L,A,1.0,2.0,1126.0,1495.0,304.0,395.0,150.0,0,False,False,0,False,False
0 days 00:00:06.400000000,26,2,L,A,1.0,2.0,1140.0,1509.0,304.0,416.0,164.0,0,False,False,0,False,False
0 days 00:00:06.600000000,26,2,L,A,1.0,2.0,1085.0,1454.0,302.0,361.0,150.0,0,False,False,0,False,False
0 days 00:00:06.800000000,26,2,L,A,1.0,2.0,1034.0,1403.0,299.0,358.0,149.0,0,False,False,0,False,False
0 days 00:00:07.000000000,26,2,L,A,1.0,2.0,1021.0,1390.0,298.0,369.0,154.0,0,False,False,0,False,False
0 days 00:00:07.200000000,26,2,L,A,1.0,2.0,1019.0,1388.0,298.0,358.0,155.0,0,False,False,0,False,False
0 days 00:00:07.400000000,26,2,L,A,1.0,2.0,1042.0,1411.0,300.0,365.0,157.0,0,False,False,0,False,False
0 days 00:00:07.600000000,26,2,L,A,1.0,2.0,1045.0,1414.0,300.0,375.0,159.0,0,False,False,0,False,False
0 days 00:00:07.800000000,26,2,L,A,1.0,2.0,1027.0,1396.0,299.0,369.0,157.0,0,False,False,0,False,False
0 days 00:00:08.000000000,26,2,L,A,1.0,2.0,1010.0,1379.0,299.0,346.0,166.0,0,False,False,0,False,False
0 days 00:00:08.200000000,26,2,L,A,1.0,2.0,1017.0,1386.0,299.0,369.0,145.0,0,False,False,0,False,False
0 days 00:00:08.400000000,26,2,L,A,1.0,2.0,1036.0,1405.0,300.0,388.0,167.0,0,False,False,0,False,False
0 days 00:00:08.600000000,26,2,L,A,1.0,2.0,1053.0,1422.0,300.0,375.0,157.0,0,False,False,0,False,False
