package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,2,R,C,1.0,2.0,1281.0,1612.0,103.0,444.0,171.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,2,R,C,1.0,2.0,1256.0,1587.0,101.0,449.0,179.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,2,R,C,1.0,2.0,1294.0,1625.0,103.0,475.0,178.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,2,R,C,1.0,2.0,1350.0,1681.0,108.0,523.0,175.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,2,R,C,1.0,2.0,1318.0,1649.0,106.0,441.0,172.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,2,R,C,1.0,2.0,1283.0,1614.0,103.0,463.0,179.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,2,R,C,1.0,2.0,1335.0,1666.0,106.0,488.0,173.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,2,R,C,1.0,2.0,1362.0,1693.0,108.0,506.0,171.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,2,R,C,1.0,2.0,1339.0,1670.0,106.0,480.0,183.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,2,R,C,1.0,2.0,1314.0,1645.0,104.0,476.0,182.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,2,R,C,1.0,2.0,1305.0,1636.0,104.0,473.0,176.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,2,R,C,1.0,2.0,1293.0,1624.0,103.0,469.0,177.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,2,R,C,1.0,2.0,1267.0,1598.0,101.0,435.0,176.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,2,R,C,1.0,2.0,1256.0,1587.0,101.0,451.0,181.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,2,R,C,1.0,2.0,1227.0,1558.0,99.0,442.0,173.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,2,R,C,1.0,2.0,1220.0,1551.0,98.0,456.0,178.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,2,R,C,1.0,2.0,1253.0,1584.0,101.0,469.0,164.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,2,R,C,1.0,2.0,1226.0,1557.0,99.0,444.0,173.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,2,R,C,1.0,2.0,1202.0,1533.0,97.0,442.0,178.0,0,False,False,0,False,False
0 days 00:00:03.800000000,26,2,R,C,1.0,2.0,1230.0,1561.0,100.0,456.0,179.0,0,False,False,0,False,False
0 days 00:00:04.000000000,26,2,R,C,1.0,2.0,1265.0,1596.0,101.0,463.0,175.0,0,False,False,0,False,False
0 days 00:00:04.200000000,26,2,R,C,1.0,2.0,1263.0,1594.0,101.0,477.0,171.0,0,False,False,0,False,False
0 days 00:00:04.400000000,26,2,R,C,1.0,2.0,1226.0,1557.0,99.0,431.0,171.0,0,False,False,0,False,False
0 days 00:00:04.600000000,26,2,R,C,1.0,2.0,1197.0,1528.0,98.0,440.0,184.0,0,False,False,0,False,False
0 days 00:00:04.800000000,26,2,R,C,1.0,2.0,1183.0,1514.0,97.0,420.0,168.0,0,False,False,0,False,False
0 days 00:00:05.000000000,26,2,R,C,1.0,2.0,1182.0,1513.0,97.0,447.0,170.0,0,False,False,0,False,False
0 days 00:00:05.200000000,26,2,R,C,1.0,2.0,1185.0,1516.0,97.0,414.0,162.0,0,False,False,0,False,False
0 days 00:00:05.400000000,26,2,R,C,1.0,2.0,1208.0,1539.0,98.0,446.0,178.0,0,False,False,0,False,False
