package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:00:00.000000000,26,1,R,C,1.0,2.0,1042.0,1551.0,283.0,489.0,178.0,1,True,False,0,False,False
0 days 00:00:00.200000000,26,1,R,C,1.0,2.0,1074.0,1583.0,285.0,481.0,188.0,0,False,False,0,False,False
0 days 00:00:00.400000000,26,1,R,C,1.0,2.0,1104.0,1613.0,287.0,502.0,179.0,0,False,False,0,False,False
0 days 00:00:00.600000000,26,1,R,C,1.0,2.0,1090.0,1599.0,286.0,465.0,182.0,0,False,False,0,False,False
0 days 00:00:00.800000000,26,1,R,C,1.0,2.0,1073.0,1582.0,285.0,489.0,178.0,0,False,False,0,False,False
0 days 00:00:01.000000000,26,1,R,C,1.0,2.0,1126.0,1635.0,288.0,542.0,181.0,0,False,False,0,False,False
0 days 00:00:01.200000000,26,1,R,C,1.0,2.0,1110.0,1619.0,287.0,480.0,183.0,0,False,False,0,False,False
0 days 00:00:01.400000000,26,1,R,C,1.0,2.0,1048.0,1557.0,284.0,453.0,175.0,0,False,False,0,False,False
0 days 00:00:01.600000000,26,1,R,C,1.0,2.0,1067.0,1576.0,285.0,499.0,178.0,0,False,False,0,False,False
0 days 00:00:01.800000000,26,1,R,C,1.0,2.0,1053.0,1562.0,284.0,444.0,181.0,0,False,False,0,False,False
0 days 00:00:02.000000000,26,1,R,C,1.0,2.0,1003.0,1512.0,281.0,451.0,174.0,0,False,False,0,False,False
0 days 00:00:02.200000000,26,1,R,C,1.0,2.0,980.0,1489.0,279.0,433.0,186.0,0,False,False,0,False,False
0 days 00:00:02.400000000,26,1,R,C,1.0,2.0,965.0,1474.0,278.0,431.0,187.0,0,False,False,0,False,False
0 days 00:00:02.600000000,26,1,R,C,1.0,2.0,986.0,1495.0,280.0,458.0,186.0,0,False,False,0,False,False
0 days 00:00:02.800000000,26,1,R,C,1.0,2.0,1005.0,1514.0,281.0,460.0,176.0,0,False,False,0,False,False
0 days 00:00:03.000000000,26,1,R,C,1.0,2.0,1020.0,1529.0,281.0,467.0,178.0,0,False,False,0,False,False
0 days 00:00:03.200000000,26,1,R,C,1.0,2.0,1043.0,1552.0,283.0,474.0,182.0,0,False,False,0,False,False
0 days 00:00:03.400000000,26,1,R,C,1.0,2.0,1029.0,1538.0,282.0,461.0,181.0,0,False,False,0,False,False
0 days 00:00:03.600000000,26,1,R,C,1.0,2.0,1014.0,1523.0,281.0,462.0,182.0,0,False,False,0,False,False
